id,file,page_link,page_number,marginal_text,merged,text_line,posLeft,posUpper,posRight,posLower
i-5S9bNPonjraEtEchGtQGjw,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,"Ja, herr talman, jag har tillåtit mig ge några allmänna synpunkter på problemet för eventuellt beaktande vid avfattandet av den proposition i frågan som vi hoppas skall komma under våren. Under hänvisning till detta vill jag yrka bifall till reservationen, punkten a, som en opinionsyttring för att saken inte skall försummas under våren. Beträffande utskottets hemställan i övrigt vill jag yrka bifall till våra motioner 1: 377 och II: 450, vilka är likalydande.",67.02702702702702,333.09248554913296,454.05405405405406,521.6763005780347
i-Eha3Cwm2TpX9TQwDPDanGx,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,Herr MATTSSON (cp) kort genmäle:,90.27027027027026,550.2167630057804,454.59459459459464,563.2225433526012
i-PE6fcSTVEdVrZg3aJ6aKZW,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,"Herr talman! Jag vill bara säga till herr Adolfsson att vi inte har skrivit under på att vi till alla delar är belåtna med lokaliseringsutredningens betänkande, men vi väntar med att ta ställning till de olika punkterna till dess propositionen är lagd. Jag vill också understryka vad vi i reservationen uttryckligen har sagt, nämligen att man vid skrivandet av propositionen vederbörligen beaktar vad remissinstanserna har kommit fram till. Jag tycker att detta borde räcka. Det viktigaste för oss är, vilket jag vill framhålla, att propositionen lämnas och ovillkorligen kommer senast i mitten av maj månad.",69.72972972972973,566.4739884393064,458.3783783783784,834.8988439306358
i-5vUjqKBRKfgkSF4Ndf7GtS,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,"Herr NILSSON, HJALMAR, (s):",90.27027027027026,550.2167630057804,454.59459459459464,563.2225433526012
i-8vJfnWTbCPABjNoF4zVKjJ,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,Herr talman! Bakgrunden till att jag jämte åtskilligt flera av kammarens le-,72.97297297297298,861.6329479768787,460.0,908.2369942196532
i-VuHYFcvUHNJrg65wikTJj4,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,1.0,0.0,Nr 11 63,724.8648648648649,45.15895953757226,866.4864864864866,56.358381502890175
i-73cFB4APyJeBN25LFoQMfL,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,1.0,0.0,Om riktlinjer för lokaliseringspolitiken,491.35135135135135,73.69942196531792,865.9459459459459,86.70520231213872
i-FJMTQMcsiGW6LNpfESpvey,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,damöter har väckt denna motion är att det i den förteckning över väntade propositioner som riksdagen fick i början av året beträffande inrikesdepartementet står att det i maj eventuellt skulle komma en proposition. Eventuellt i maj — det innebär alltså att man vid riksdagens början inte visste huruvida denna fråga skulle avancera så långt inom regeringen att man var redo att avlämna en proposition till riksdagen.,481.0810810810811,92.84682080924856,869.7297297297297,265.5346820809248
i-4SJz4dvygKAy9f8D1D6yD2,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,"Man kan väl säga att det för närvarande sker ett famlande i lokaliseringsfrågan. Det vidtas provisoriska åtgärder på olika områden för att i någon mån avhjälpa de brister som är rådande när det gäller lokaliseringspolitiken, inte minst den industriella lokaliseringen. Det är klart att det måste vara en fastare hand över lokaliseringspolitiken både centralt och regionalt. Under sådana förhållanden ansåg vi att vi skulle väcka denna motion för att försöka påskynda frågans lösning, ty man kan ändå inte låta allt detta vila i avvaktan på att det eventuellt skall komma en proposition.",483.2432432432432,267.7023121387283,872.4324324324324,520.5924855491329
i-SumErWGUVKWs5AvCB5gu3A,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,"Utskottet har när det yrkat avslag på motionen hänvisat till att det i statsverkspropositionen finns en redogörelse om att en proposition eventuellt skulle komma och har även hänvisat till ett interpellationssvar, som inrikesministern lämnade här i vintras. Om man läser igenom både interpellationssvaret och statsverkspropositionen finner man att ingenting finns som säger att det skall komma en proposition i denna fråga. Det står att en proposition eventuellt kan komma eller kanske med en ännu mjukare skrivning.",486.4864864864865,522.0375722543353,875.6756756756757,744.5809248554913
i-Bf21sLNcn1NdY3tZqTNBPP,riksdagen-records\data\1964\prot-1964--fk--011.xml,https://betalab.kb.se/prot-1964--fk--11/prot_1964__fk__11-062.jp2/_view ,63,0.0,0.0,"Eftersom utskottet har gått på direkt avslag med hänvisning till dels statsverkspropositionen, dels interpellationssvaret, skall jag be att få rikta den frågan till utskottets representanter här i första kammaren: Har utskottet erhållit försäkringar från inrikesdepartementet att det verkligen kommer en proposition under innevarande vårriksdag?",489.18918918918916,746.3872832369942,877.2972972972973,905.3468208092486
i-BsJNF2rHFASpi2bHsARxaE,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,1.0,0.0,74 Nr 10,133.69565217391306,65.96971881759193,269.5652173913044,76.42393655371305
i-4Qjjz9QX3KeHprJHB7jjwN,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,1.0,0.0,Onsdagen den 4 mars 1964,408.1521739130435,67.4116798846431,666.304347826087,78.94736842105263
i-TFdnk5CRtKi8z7B3pJwvdd,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,1.0,0.0,Förtidspensionering av vissa skogsarbetare,135.86956521739128,95.16943042537851,557.0652173913044,107.42609949531362
i-P6e57W53R6BJG9PgveBjw7,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,skolas för att sköta dessa anordningar. Den skogsarbetare som kommit upp i högre ålder får däremot knappast räkna med att bli påkostad någon utbildning till annat arbete.,133.69565217391306,117.15933669790915,521.195652173913,191.0598413842826
i-8gYTznFvuuu6e5iSDoCMF7,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"I motionerna har vi tagit upp dessa spörsmål och speciellt tryckt på att problemet är av tillfällig natur, att det är fråga om en utveckling som just nu sker med väldig fart. Man kan mena att denna fråga kan lösas på annat sätt, liksom utskottet har sagt, men det betyder, om man inte är skyndsam, att dessa människor innan någon lösning föreligger ställs i ett läge som faktiskt för många av dem är ohållbart.",131.52173913043478,198.63013698630135,520.1086956521739,370.5839942321557
i-XZ1Fvn3f6CT7gubFL6emSb,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"Jag vill också påpeka att det särskilt framhålls i motionerna att åtgärden skulle vara av tillfällig natur och gälla sådan arbetskraft som friställts och inte kan beredas annan sysselsättning. Det får förutsättas att man i första hand söker sysselsätta dessa människor så långt det går, men det finns fall då det inte är möjligt att över huvud taget sysselsätta dem med något, t. ex. beroende på deras bostadsort, då de inte gärna kan flyttas. Det kan knappast heller vara något intresse för samhället att kosta på dem en dyrbar omskolning för att de skall kunna arbeta något eller några år. Man får också ta hänsyn till vad alla vet, nämligen att de människor, som har kommit upp i 60-årsåldern efter att ha arbetat i ett tungt yrke sådant som skogsarbetet, egentligen inte är så mycket att omskola, eftersom de är märkta av sitt arbete på ett sådant sätt att de inte är fullödig arbetskraft i fortsättningen.",127.17391304347825,375.63085796683487,517.9347826086956,755.9480894015862
i-Km6GidjXRPFUvg7FJNMLVG,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,Utskottet har hänvisat till att problemet kan lösas avtalsvägen. Detta förefaller mig litet egendomligt. Det finns väl ingen möjlighet att avtalsvägen ordna förhållandena för människor som man nu eller inom den allra närmaste tiden friställer. De kan inte hjälpas av avtal som träffas.,127.71739130434784,760.2739726027397,515.2173913043479,882.1196827685652
i-B9kwZVT1f6y2uCZCtcatd3,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,Däremot håller jag med utskottet om att frågan bör lösas avtalsvägen för,128.80434782608697,888.9689978370584,514.1304347826086,918.8896899783706
i-Sm5v7bcYrZdfSESYhiYT7k,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"dem som nu är aktiva inom skogsarbetet, och man kommer väl också så småningom att följa den linjen. Men i de fall som är aktuella kan inte pensionsfrågan lösas avtalsvägen.",552.1739130434783,118.24080749819754,939.1304347826087,195.0252343186734
i-P5HNAMdqREBUNvVRVARBtr,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"Det är naturligtvis lätt att skjuta det hela på framtiden och hänvisa till att saken kan ordnas på alla möjliga och omöjliga sätt, men jag har, herr talman, velat understryka att de skogsarbetare, som nu är friställda och som inte kan beredas annan sysselsättning, inte på något sätt är hjälpta genom det utlåtande utskottet enhälligt avgivit.",549.4565217391304,197.54866618601298,938.0434782608695,338.1398702235039
i-VejJGi9aJU3zP8pjdAxEHu,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,Jag ber därför att få yrka bifall till motion nr 389 i denna kammare.,550.0,341.3842826243692,936.4130434782609,367.70007209805334
i-VuvBSYC6qFuN7Sep27X9zH,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"I detta anförande instämde herrar Löfroth, Jönsson i Ingemarsgården och Westberg (samtliga fp).",548.9130434782609,379.5962509012257,935.8695652173913,424.29704397981254
i-2ZrEftxgJoSEVmpycK2wTv,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,Herr BENGTSSON i Varberg (s):,569.0217391304348,459.6250901225667,900.5434782608695,471.521268925739
i-Y216B6tYe2BJqCTvKW7fiS,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"Herr talman! Inom andra lagutskottet har vi tagit mycket allvarligt på den fråga det här gäller och vi förnekar ingalunda att den grupp som motionärerna haft i tankarna ställes inför mycket stora svårigheter, ett öde som ju då och då drabbar även många andra grupper i samhället. Vi har emellertid utgått från motionen sådan den är skriven och därför har våra funderingar särskilt gällt lösning av frågan med en förtidspensionering.",546.7391304347826,475.4866618601298,934.7826086956522,664.3835616438356
i-K99kYGohVYfviw2tZv6ZqG,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,"Jag vill erinra kammaren om att 1958 års = socialförsäkringskommitté mycket noga övervägde möjligheten att införa lägre pensionsålder för vissa grupper med tungt och hälsovådligt arbete. Kommittén kom till det resultatet att det var mycket vanskligt att i en lag, som skulle omfatta hela befolkningen, utvälja grupper inom vissa avgränsade områden och låta dem få lägre pensionsålder. Det finns ingen möjlighet att göra ett rättvisande urval bland den mängd yrken som är företrädda i vårt land.",545.6521739130434,667.267483777938,933.695652173913,885.3640951694304
i-EcXTHkQ9194jjAmte7jiqC,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,0.0,0.0,Vidare måste man komma ihåg att den tekniska utvecklingen går mycket,545.1086956521739,890.7714491708724,931.5217391304348,920.3316510454218
i-8fGtPaeCP3VmuErViaA49,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,1.0,0.0,14 Nr 41,138.2808328884143,50.10585744530699,276.5616657768286,60.33874382498236
i-WtpBcv4ozYqYp32v4WVtca,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,1.0,0.0,Om ett regionalpolitiskt handlingsprogram,138.81473571809929,78.68736767819337,543.5130806193272,91.03740296400848
i-LJesPHYbAaH1rSGpcHpc7V,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"Herr OLSSON, JOHAN, (cp):",158.5691404164442,97.74170783345096,443.13934863854774,110.09174311926606
i-BeQ57FPM1if114WWNXVkW7,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,Herr talman! Jag ber att till inrikesminister Holmqvist få framföra mitt tack för ett snabbt svar på interpellationen. Svaret är positivt i den del där det sägs att regeringen beslutat ge länsstyrelserna i uppdrag att utarbeta ett regionalpolitiskt handlingsprogram. I övrigt måste man emellertid säga att svaret andas pessimism i fråga om möjligheterna att driva en aktiv regionalpolitik. Man kan som norrlänning inte känna någon större glädje över inrikesministerns svar. Det finns i det inga förhoppningar om att man skall kunna bryta den pågående trenden eller att man skall kunna sätta in sådana åtgärder att folk i dessa områden verkligen kan tro på en framtid.,135.61131873998931,113.97318278052224,518.4196476241324,397.6711362032463
i-U2bGd1d2MN86dtjWyoiEBL,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"Bakgrunden till frågan är faktiskt den krissituation, som på många håll — framför allt inom Norrlands inland — råder och den utveckling som fortfarande pågår och som under den högkonjunktur vi nu har ökar i tempo. Det är inte bara brist på arbetstillfällen, vilket direkt påverkar arbetskraften att flytta ifrån dessa områden, utan det är också så och det är kanske farligare — att tron på framtiden vacklar. Man tror inte att myndigheterna skall lyckas vända utvecklingen och man tror inte att bygdens eget näringsliv skall överleva.",135.07741591030432,400.8468595624559,517.8857447944474,632.6746647847565
i-NL1pKpmrgKA6oZwRXfn6HB,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"Typiskt är att Norrlandsförbundet, en organisation som har tagit som sin uppgift att verka för Norrland, på omslaget till senaste numret av sin tidskrift, som jag visar upp här, har en gravsten på vilken man skrivit: »Norrlands inland, vila i frid.» Skall det bli så, frågar man sedan i en ledare.",135.61131873998931,639.0261115031757,517.8857447944474,762.1736062103035
i-BiHzeFSyrzMhK3krDiDL5L,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,Vi kunde i nyheterna i dag på morgonen höra hur man från ett område i södra Sverige hade skrivit till varje byggnadsarbetare i Norrland för att värva arbetskraft till byggen i Sydsverige. För dem som har försökt att aktivt arbeta för en annan utveckling känns det som ett piskrapp när myndigheterna medverkar till att värva den produktiva,134.54351308061933,765.3493295695131,517.3518419647623,904.3754410726888
i-M1kMV6PHxRhqtcPLkcvxxP,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,1.0,0.0,Onsdagen den 10 december 1969 fm.,366.25734116390817,50.10585744530699,704.2178323545115,62.10303458009881
i-BrVh35QY7C33LwPz9RcrtF,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"arbetskraften till andra områden. Och inte nog med att man värvar den produktiva arbetskraften, man inriktar sig också på att ta med hela de unga familjerna så att arbetskraften lättare skall acklimatisera sig i de nya områdena. Detta bidrar verksamt till att definitivt stoppa möjligheten att vända utvecklingen, framför allt i de norrländska inlandsområdena.",548.3182060864923,98.80028228652083,930.5926321409503,252.99929428369794
i-R7eAiz8XvfEUxFo1Cjnxdh,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,Rapporterna om befolkningsutvecklingen detta år är lika negativa. Det torde bli minst lika stor minskning i år som föregående år. Den ihållande arbetslöshet som fortfarande råder trots att vi har högkonjunktur i landet visar också att det är någonting som brister.,547.2504004271223,258.9978828510939,930.0587293112653,366.9724770642202
i-S7eQfuFQFNpo5oxD1CpiCh,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"Det är inte bara enstaka områden och glesbygder som påverkas, utan det är framför allt de mindre tätorterna och hela landsändar som påverkas av denna utveckling. Vi torde komma i en omöjlig situation om inte statsmakterna kan förändra sin inställning till problemen. Samtidigt talar allt flera om vådorna av den starka befolkningsanhopningen på några få orter i landet. Man talar om miljöproblem, och man talar om stress och anpassningsproblem.",547.2504004271223,370.1482004234298,930.0587293112653,557.515878616796
i-YEpN7LhxdTFipGgqq4MVgx,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"När t.o.m. en tidning som Aftonbladet, vilken 1964 skrev om befolkningsutflyttningen från Norrland med rubriken »Den glädjande folkvandringen», nu talar om en aktivare regionalpolitik, tycker man att en kraftigare insats borde kunna göras. LO har för sin del också, trots att man i början av 1960- talet var ganska positiv till en ökad storstadskoncentration, nu slagit in på en annan väg, och LO:s ordförande har gjort ganska klara uttalanden för en aktiv regionalpolitik.",547.2504004271223,560.3387438249824,929.5248264815802,762.87932251235
i-2VcpLfRNKS1zhaLQWvf9WV,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"Det är gott och väl att länsstyrelserna har fått i uppdrag att utarbeta regionala handlingsprogram. Men var står regeringen? Länsstyrelserna är ju ett redskap för statsmakterna och har den formella skyldigheten att upprätta regionala handlingsprogram. Detta skall självfallet göras, men hur kommer regeringen att ställa sig till de målsättning-",546.1825947677522,766.407904022583,928.9909236518954,906.1397318278052
i-S9GNzqX7LfzNQAQCQvEMNu,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,1.0,0.0,20 Nr 21,130.08989952406134,64.85724356714839,251.18984664198834,75.079309129362
i-GPmyXLzfQoARf5Q2i3GTxu,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,1.0,0.0,Tisdagen den 6 maj 1969,406.66314119513487,61.68487839266831,640.4019037546271,74.37433909058865
i-FMqeqmXpvjbjX3c2hxwKfR,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Tisdagen den 6 maj Kl. 16.00,383.9238498149127,178.70990482904475,657.8529878371232,216.0733168840324
i-UQGDrut9jezyo3PnPUKc5A,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,§1,305.6583818085669,242.8621783574198,333.15705975674246,254.4941839971801
i-49GKZEcxe1gLqwVZ3pE3LT,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Meddelande ang. arbetsplena onsdagen den 7 och fredagen den 9 maj,130.61872025383394,264.363764540007,510.84082496033847,292.9150511103278
i-RUv1SPtYWErWuFjDdRC5be,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Herr TALMANNEN yttrade:,152.30037017451085,312.65421219598164,411.9513484928609,323.9337328163553
i-A3brp4zp3sjGj9TbTpP6Jf,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Morgondagens arbetsplenum kommer icke att fortsättas på kvällen.,133.7916446324696,327.81106802960875,511.8984664198837,357.4198096580895
i-AZrXqGhN9TGb1KsuWvbAqT,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,"Fredagen den 9 maj tar sammanträdet sin början kl. 10.00 och inledes med en frågestund. Vid detta arbetsplenum upptages till behandling bl a. statsutskottets utlåtanden angående anslag till regional utveckling, för arbetsmarknadsändamål och till företagarföreningarna. Till dessa utlåtanden har fogats ett 30-tal reservationer och ärendena kan förutsättas komma att föranleda förhållandevis långa debatter. Om hela föredragningslistan icke hunnit genomgås till kl. 17.00 fortsättes sammanträdet utan middagspaus.",133.7916446324696,359.18223475502293,513.4849286092015,579.1328868523088
i-DJ7pKjw28SACLA1SaLTemF,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,82,308.8313061872026,614.0289037715897,337.3876255949233,625.3084243919633
i-EQ4WcFZimqaxVnPoEc3wir,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Svar på interpellation ang. regler för fastställande av tidpunkt då en person skall anses som död,132.7340031729244,635.1780049347902,512.9561078794289,677.4762072611913
i-D1fy4pPej9sfeSCsdmuptH,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Ordet lämnades på begäran till,154.94447382337387,689.1082129009517,460.60285563194077,702.1501586182587
i-S6SPwstYoTGiHDrkQukaUe,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,"Chefen för socialdepartementet, herr statsrådet ASPLING, som yttrade:",134.8492860920148,720.1268946069792,514.013749338974,748.3256961579133
i-L1FbkDPgsXCevpKDyoAUfu,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,"Herr talman! Fru Kristensson har frågat chefen för justitiedepartementet, om han har för avsikt att tillsätta en allsidigt sammansatt utredning med uppdrag att bl.a. pröva frågan huruvida det finns anledning att fastställa regler eller riktlinjer för när en människa skall anses död. Interpellationen har överlämnats till mig för besvarande.",136.96456901110523,751.1455763130067,515.600211528292,906.2389848431442
i-NnUvwfqA7YD7sbHcDiR9u7,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,Någon definition på begreppet död finns inte i svensk lagstiftning. I praxis har emellertid det dödsbegreppet utbildat sig att en person anses död när hjärtverksamhet och andning upphört.,540.9836065573771,238.27987310539302,920.1480698043363,316.88403242862177
i-LUJHDN5JfRHUq8S6ZV9anX,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,I ett den 28 februari i år framlagt förslag till ny transplantationslagstiftning har socialstyrelsen utförligt behandlat frågan om förutsättningarna för att en person skall anses död. Styrelsen har därvid funnit att styrelsen för närvarande inte kan förorda att man inför ett annat dödsbegrepp än det nuvarande. Till stöd för sin uppfattning har styrelsen anfört bl.a. följande.,542.0412480169222,318.2939725061685,921.2057112638815,492.0690870637998
i-8W2raYQP5cPwiLMbPCUHqd,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,"Socialstyrelsen har under ärendets beredning hört ett antal myndigheter och organisationer, och dessa har på ett undantag när avstyrkt införandet av ett nytt dödsbegrepp eller ansett att behov av ett nytt sådant inte föreligger. Endast medicinska fakulteten i Göteborg har uttalat sig för ett dödsbegrepp som anknyter till hjärnans funktion. Enligt fakultetens mening borde dock de hittillsvarande dödskriterierna bibehållas som de i första hand avgörande för frågan när en person skall anses vara död.",541.5124272871496,495.9464222770532,923.320994182972,713.0771942192456
i-QkeGYd2Qppg7PPSwZv7rpX,riksdagen-records\data\1969\prot-1969--ak--021.xml,https://betalab.kb.se/prot-1969--ak--21/prot_1969__ak__21-019.jp2/_view ,20,0.0,0.0,"I och för sig bör det enligt socialstyrelsens mening inte vara någon tvekan om att beteckna en individ, beträffande vilken hjärndöd verkligen föreligger, som död. Härav följer enligt socialstyrelsen emellertid inte att man skall acceptera ett hjärndödsbegrepp. Säkerhetskravet får under inga förhållanden eftersättas. Socialstyrelsen anser att ett oeftergivligt villkor för införande av hjärndödsbegreppet måste vara en absolut förvissning om att möjlighet finns",545.214172395558,717.3070144518858,924.9074563722897,905.1815297849841
i-YBXUfAAxmKyGM8wd3tVHkw,riksdagen-records\data\1965\prot-1965--fk--031.xml,https://betalab.kb.se/prot-1965-höst-fk--31/prot_1965_höst_fk__31-009.jp2/_view ,10,1.0,0.0,10 Nr 31,136.94267515923568,51.29124820659971,273.3545647558386,62.051649928263984
i-7QvHsmRJDYJzv5yHd8QrUv,riksdagen-records\data\1965\prot-1965--fk--031.xml,https://betalab.kb.se/prot-1965-höst-fk--31/prot_1965_höst_fk__31-009.jp2/_view ,10,1.0,0.0,Måndagen den 18 oktober 1965,385.35031847133763,51.64992826398852,674.0976645435244,63.48637015781923
i-BeGN76vtNwH2A7LtRuZDgP,riksdagen-records\data\1965\prot-1965--fk--031.xml,https://betalab.kb.se/prot-1965-höst-fk--31/prot_1965_höst_fk__31-009.jp2/_view ,10,1.0,0.0,Interpellation ang. förverkligandet av de utbildningspolitiska målsättningarna,136.41188959660298,79.62697274031564,861.995753715499,95.05021520803443
