id,file,page_link,page_number,marginal_text,merged,text
i-BXJDwb5YTr4LcGd45UwZ44,riksdagen-records\data\198586\prot-198586--051.xml,https://betalab.kb.se/prot-198586--51/prot_198586__51-055.jp2/_view ,56,1.0,0.0,Prot. 1985/86:51
i-78cXUmSUNA78SafgyBSSwk,riksdagen-records\data\198586\prot-198586--051.xml,https://betalab.kb.se/prot-198586--51/prot_198586__51-055.jp2/_view ,56,1.0,0.0,13 december 1985
i-JLcKYwVmnrrzocV7zikQ91,riksdagen-records\data\198586\prot-198586--051.xml,https://betalab.kb.se/prot-198586--51/prot_198586__51-055.jp2/_view ,56,1.0,0.0,"Medel för teknisk utbildning och forskning, m.m."
i-3ZXLLNTvjTTAD5ozS7VBSF,riksdagen-records\data\198586\prot-198586--051.xml,https://betalab.kb.se/prot-198586--51/prot_198586__51-055.jp2/_view ,56,1.0,0.0,55
i-4nbLk764nLwrx85hAVNV9c,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,"hani sin inledning hänvisar till de goda resultat som har uppnåtts beträffande reningen. Men det finns även en baksida. Vad händer med de tungmetaller som blir kvar i reningsverken och som blir ännu fler på grund av orena fällningskemikalier? Jordbruksministern hänvisar i svaret till åtgärder som har vidtagits och som skall vidtas av naturvårdsverket. Det är bra, men jag har några ytterligare synpunkter."
i-Ba5ghya1FRSNEYwB7X6hCU,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,"Redan för ett par år sedan, långt före den debatt som nu har uppkommit när det gäller rötslammet, pekade vi från folkpartiet i en motion på behovet av forskning kring alternativa fällningskemikalier. Den motionen grundade sig på att det också fanns problem beträffande aluminiumsulfat. Aluminium kunde orsaka utfällningar, och man trodde då att den fiskdöd som bl. a. förekom i Hjälmaren kunde hänföras till aluminiumutfällningar. Det var redan känt att övriga fällningskemikalier innebar risker, och det var därför vi menade att det var angeläget att man forskade inom detta område. Den motionen avslogs av riksdagen. Det visar sig nu att det hade varit rimligt att redan då sätta in forskningsresurser på detta område."
i-Lw6qaSjuGTeR9mLUmMMGjX,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,I de sex punkter som jordbruksministern redovisar talas inte om någon forskning på detta område. Men jag tror att detta är en av de främsta insatser som nu måste göras.
i-Qo3DK6kqRTiqEXuy1unXVB,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,Jag vill fråga jordbruksministern om inte detta är grundproblemet. Hur skall vi få fällningskemikalier som inte medför de risker som nu har aktualiserats? Detta hindrar givetvis inte att kontrollen behöver skärpas på sätt som jordbruksministern anger. Det är också en nödvändig åtgärd. Kommunerna vill självfallet ha billiga och ändamålsenliga fällningskemikalier. Problemen är att det finns få sådana och att kunskapen om dem är otillräcklig.
i-Gn9F17uUENhvzucEpcqtAw,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,När det nu har visat sig vara möjligt att komma till rätta med avloppsreningen som sådan från kommuner och industrier är det naturligtvis lika angeläget att komma till rätta med utsläppen när det gäller de areala näringarna.
i-77vFaS1vYk6Bk1Mbv8wp3d,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,Rötslammet är naturligtvis i och för sig ett bra näringsämne. Om slammet medför utsläpp av tungmetaller borde det inte få användas om inte säkerheten är betryggande. Också jag vill därför fråga: Avser inte jordbruksministern att vidta några åtgärder utöver de allmänna anvisningar som naturvårdsverket redovisar?
i-6cdqceVtNLRp3eEovWeaY3,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,"Herr talman! Det är nödvändigt att vidta åtgärder, inte minst på den grunden att det normala utsläppet från jordbruket genom handelsgödsel, bekämpningsmedel m. m. är ett av våra stora miljöproblem just nu. Det är inte bra att utöver detta få ett tungmetallproblem som härstammar från rötslammet. Jag kan förstå lantbrukarnas oro på detta område."
i-SeRjuom6H1cdtyKnDrToci,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,Herr talman! Slutligen vill jag upprepa mina frågor: Hur ser jordbruksministern över huvud taget på användningen av rötslam när riskerna är så stora? Vad anser jordbruksministern om behovet av forskning när det gäller alternativa fällningskemikalier?
i-UgGkGELo7s3TgKUsnyeuCX,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,1.0,0.0,Nr 30
i-MBBavKDq8CcDYPkgKUb7vo,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,1.0,0.0,Måndagen den 19 november 1984
i-5hgZS4vS3UACiGiS34CFGr,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,1.0,0.0,Om åtgärder mot utsläpp av tungmetaller från kommunala reningsverk
i-QSjJojZ3MhiRVXN3VPkdvq,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,1.0,0.0,143
i-HVtukpgrVqCYWPRgz4G1jS,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,1.0,0.0,Prot. 1989/90:58
i-MMERzd1VCD8rCat3kgB3J5,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,1.0,0.0,30 januari 1990
i-EBbCkjdCfoeixrrPB3NK4b,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,1.0,0.0,Svar på frågor
i-DA9HzpsujvDDFySny1KrSx,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,1.0,0.0,20
i-M2fh6x3akDh5eS3wgEkfgc,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Anf. 48 Kommunikationsminister GEORG ANDERSSON:
i-KmaK1VVgegYQHVkockCLwN,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,"Herr talman! Det får inte framstå som att just frågeställarna är de som är ivriga att åtgärda och de som är oroliga för riskerna. Självfallet är vi ytterst angelägna om att ha så god säkerhet som möjligt till sjöss. Men vi måste arbeta från ett brett perspektiv. Vi måste arbeta i internationella sammanhang. Vi kan inte isolera oss. Här föreligger inga meningsskiljaktigheter när det gäller målsättningen, men vi kan ha olika synpunkter på vad som är realistiskt och vilka åtgärder som ger snabbast resultat. Vi gör allt vad vi kan för att öka säkerheten till sjöss, det kan jag försäkra."
i-KeN2Lna5hfqYwo6xVgsRLK,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Överläggningen var härmed avslutad.
i-BtsGLaNEVzHFU4Vi5rTZmt,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,9§ Svar på fråga 1989/90:350 om vägverket och banverket
i-8SKYDWoSH7U98EmWeg9ZgC,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Anf.49 Kommunikationsminister GEORG ANDERSSON:
i-2pkXnh8nwV7qDmNmUYUd43,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Herr talman! Viola Claesson har frågat mig om den av regeringen aviserade propositionen om transportsektorns infrastruktur kommer att innebära förslag om att ombilda vägverket och banverket till affärsdrivande verk.
i-YRCnqz2BjhxpwCXjxfaDav,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Bakgrunden till frågan är att inte anslagen vare sig till vägverket eller till banverket har redovisats i den budgetpropositon som regeringen nyss förelagt riksdagen. Såsom frågeställaren också anger i sin fråga har det i pressen förekommit uppgifter om att dessa båda verk kommer att föreslås att ombildas till affärsverk.
i-Pt16pRJoWFi2Ea5es9GQ81,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Anslagen till banverket och vägverket kommer att redovisas i en särproposition i slutet av februari. Jag är i dag inte beredd att närmare diskutera dess innehåll.
i-Ef4KPY4FMhjyapZ3zwnMLn,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Anf. 50 VIOLA CLAESSON (vpk):
i-U7jdPTv7FmFMBMTug7eZtb,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,"Herr talman! Det tillhör våra vanor att tacka för svaret, och det gör jag också. Däremot måste jag säga att svaret inte innehöll något svar på min fråga. Jag har ställt en så rak fråga som det någonsin kunde vara. Många undrar i likhet med mig och mina partikamrater varför regeringen har ryckt loss de två stora delarna, vägområdet och järnvägsområdet, ur budgetpropositionen bil. 8 som vi fick se i januari. En bakgrund till min fråga var att det i bil. 8 från kommunikationsministern inte ges minsta tillstymmelse till motivering till att man har ryckt loss dessa två stora delar och återkommer med en särproposition med ett nytt förslag. Jag skulle vilja att kommunikationsministern åtminstone svarade på vad som är motiveringen till detta. Det är nämligen så att vi försöker ha en helhetssyn på trafikpolitiken. Jag tror att det vore bra om regeringen också försökte ha det. Men om man tar bort de två stora delarna, som oftast är föremål för diskussion i samhället, och säger att man återkommer till dessa senare, börjar folk undra vad som är motiveringen."
i-574SLqRpVgFhyJYz4nzYv8,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Kommunikationsminister Georg Andersson sade nyligen vid en VTI-forskarkonferens att vi nu skall betrakta trafikpolitik som en näringspolitisk fråga. Eftersom jag genom en mängd kontakter vet att även industridepartementet för närvarande ser på trafikpolitiken — det skall vara en del av under-
i-Bsw6kmFxueNq528Zai1Ugu,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,1.0,0.0,Nr 39
i-QX1qniz726E7E8KBT97KNy,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,1.0,0.0,Måndagen den 30 november 1981
i-M6kWYX7Mu7mmFFwFrFbGwh,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,1.0,0.0,Om förslaget till
i-8t37T8Euvwn1SitXhDesFc,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,1.0,0.0,"skattereform, m.m."
i-GzeTXmjgFaN8wVHaQbnEJW,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,1.0,0.0,18
i-XhG8hUWJ5ziGp9j6YvgU1m,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,"om inflationsskydd, sådan den ser ut. Om ingenting inträffar gäller lagen alltså bortom 1985."
i-JLPnNuASj7xvmLpwGEDvWM,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,"Till Ingegerd Troedssons följdfrågor får jag möjligen återkomma, eftersom tiden nu är slut."
i-S666w4hjtk9rYoiwQnUyvs,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,Anf.5 BO LUNDGREN (m) replik:
i-97YPXR8ku7dnb3e32TvfUo,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,"Herr talman! Jag är helt övertygad om att Rolf Wirtén lika väl som jag är medveten om att det kan vara skillnad på marginalskattesänkning och marginalskattesänkning, beroende på vilka andra åtgärder som förutsätts vidtas i samband med att man sänker marginalskatten. Det vi har kritiserat är inte marginalskattesänkningen i sig, även om man kan diskutera enskildheter i den skala som är föreslagen. Det som vi har kritiserat är naturligtvis andra ingredienser i det totala förslag som kommer att läggas fram för riksdagen så småningom. Vi vill alltså har en varaktig reform."
i-EKSh4v6R9KWHnR3T1jvguM,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,Rolf Wirtén säger att avdragen är ett problem och att man därför bör ha en avdragsbegränsning. Men det som oroar mig väldigt mycket från rent principiella utgångspunkter är det sätt på vilket Rolf Wirtén argumenterar.
i-4ostazaZhDLk5pA1gYUErX,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,Vi kan ju konstatera att ökningen av avdragssumman i stor utsträckning beror på kombinationen av penningvärdeförsämringen i sig själv och de höjda räntorna. I våras band sig trepartiregeringen i ett förhandlingsbud till socialdemokraterna för att snabbutreda frågan om huruvida man skulle kunna genomföra en viss avdragsbegränsning. Någon annan bindning fanns inte. Det kan Rolf Wirtén gärna medge här i kammaren. Det fanns ingen som helst annan bindning än att man skulle göra en snabbutredning om möjligheterna att göra en viss avdragsbegränsning.
i-CQEzsRnMqv2oQBEafjvJeY,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,"Så säger Rolf Wirtén att man får acceptera vissa problem, det är bättre att man tar ett beslut först och sedan reder ut problemen. Men det måste väl rimligen ändå ur rättssäkerhetssynpunkt vara så, Rolf Wirtén, att man först utreder ett förslags olika konsekvenser och därefter fattar beslut — speciellt som det har tillsatts minst två utredningar som sysslar med problemen, underskottsavdragskommittén och utredningen om real beskattning, som bägge syftar till att skapa lösningar på problemen med avdrag och inflationens inverkan på skattesystemet och annat."
i-JxQZA9Fg1mMc1c8m2cGPKx,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,"Rolf Wirtén säger att förslaget innebär att 90 96 av inkomsttagarna kommer under 50 26 marginalskatt 1985. Är Rolf Wirtén beredd att garantera detta oavsett inkomstutveckling och inflationsutveckling? Detta gäller ju inte, så fort löneutvecklingen överstiger 5,5 90 — det erkände Rolf Wirtén senare, i sitt andra inlägg."
i-9HLgm1bgfCwGiUvWF2cVsi,riksdagen-records\data\198182\prot-198182--039.xml,https://betalab.kb.se/prot-198182--39/prot_198182__39-018.jp2/_view ,19,0.0,0.0,Vi moderater har kritiserat den tempoförlust som kom att uppstå i och med att man bara genomför marginalskattesänkningen fr. o. m. 1983 och inte redan från 1982 med tanke på vikten för samhällsekonomin — det är alldeles riktigt. Men vi har kunnat göra det därför att vi inte bundit oss för att införa avdragsbegränsningar utan föregående utredning eller att urholka inflationsskyddet på det sätt som nu har skett.
i-Ht5LvMxsumPvu9uY2ER5vM,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,krävs. Inte minst på det företag där jag är anställd visar det sig att skrotets kvalitet innebär ytterligare ett problem. Det importerade skrotet måste vara väl behandlat så att det osorterat inte skapar sådana miljöproblem i processen att man kanske t. o. m. blir tvungen att stänga av ståltillverkningen. Med järnsvampsverk skulle vi få en renare process och i processerna framöver kunna använda det skrot som är möjligt att använda från miljösynpunkt.
i-3xDg4j5dBsdBxL2Aucxvop,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,"Man hänvisar i betänkandet till industriministerns uttalande att järnsvampsverksprojekten måste prövas på kommersiella grunder. Jag kan då bara konstatera att hela den verksamheten med en sådan kapitalistisk, kommersiell utgångspunkt står i direkt strid med miljöintresset och därmed också indirekt — eller kanske inte ens indirekt — med intresset av arbetstillfällen framöver inom elektrostålverken. Därför är det av oerhört stor vikt att industrier som har elektrostålverk snarast får ersättning för det importerade skrotet och sätter i gång med järnsvampsverk."
i-7mBCCysXNdTTrgCDRocRvB,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,Därmed yrkar jag bifall till vpk-reservationerna.
i-718itoEszg718EV1CmUS7b,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,Anf. 4 BO FINNKVIST (s):
i-8JjkKUukAKeptP5oghDzLF,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,Herr talman! I näringsutskottets betänkande nr 7 behandlas ett antal motionsyrkanden rörande ståloch metallindustrin. Till betänkandet har fogats fem reservationer från vpk.
i-Pn7sVwVnLZWcpfdDKAJyJ2,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,"Stålindustrin har under de senaste tio åren varit föremål för en mycket omfattande förändring. Detta gäller både för svensk stålindustri och internationellt. Produktionen har i utvecklingsländerna i stort sett fördubblats, medan den i de traditionella industriländerna har minskat. I USA har t. ex. produktionen nästan halverats under denna period. Världsmarknaden har under samma period präglats av överproduktion och lågt kapacitetsutnyttjande."
i-F8uEzKZvsKxroSHyDjZKnk,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,"Den svenska stålindustrin har nu haft några år av återhämtning, men många problem kvarstår — det skall vi har klart för oss. Exportandelen i svensk stålindustri är mycket hög. Som jämförelse kan jag nämna att Sverige exporterar över 70 90 av produktionen, medan Västtyskland exporterar ca 30 90. Detta är ett förhållande som gör Sverige extra känsligt för de speciella bestämmelser som gäller för stålexport till nästan alla länder. I stort sett gäller regeln att inga subventioner får förekomma, och tonnagebegränsningar — frivilliga eller tvingande — är vanligt förekommande."
i-W77VuV5Sg6d33YT3B6D3Jm,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,"Lars-Ove Hagberg nämnde att jag har arbetat inom denna bransch. Det är riktigt — det har jag gjort. I 30 år har jag varit anställd inom stålindustrin. Vad jag nu har sagt om de bekymmer som ibland uppstår är inte sådant som jag har läst i riksdagstrycket, utan det är sådant som jag tyvärr fått lära mig i praktiken. Jag kan garantera Hagberg att det är lika besvärligt att sitta i förhandlingar om neddragning av arbetsstyrkan, oavsett om det beror på exportbegränsningar eller andra bestämmelser utomlands eller på andra omständigheter. Det är ingen skillnad för dem som är anställda. Det måste vi undvika, i så stor utsträckning som möjligt."
i-VnrGzzP3tqs4ga56tyjcf4,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,0.0,0.0,I betänkandet redogörs för olika beslut som har fattats i denna fråga de senaste åren — jag skall inte gå in på dem. Vi kan också konstatera att det inom kort kommer en proposition om SSAB; den frågan kan vi diskutera då.
i-M1zzJARVik2TYQdY8WawEX,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,1.0,0.0,Prot. 1986/87:37 27 november 1986
i-GZ4NCU3xog4JJgEoYvJ3yy,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,1.0,0.0,Stålindustrin och vissa metallindustrier
i-V7xLPWLV511dSPGziFPPvx,riksdagen-records\data\198687\prot-198687--037.xml,https://betalab.kb.se/prot-198687--37/prot_198687__37-010.jp2/_view ,11,1.0,0.0,1
i-HDDDW6z8pwy59yshEUVoBa,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,1.0,1.0,"regimen och den laglighet den nu vill ikläda sig. Det bör dock i Nr 16 sammanhanget understrykas att regimens förtryck i dag är selektivt, dvs. det drabbar inte allmänt och godtyckligt på samma sätt som åren omedelbart efter militärkuppen 1973."
i-4qpCzLVGA9hD5nbBSrYSUr,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,Även den 18 september i år framförde utrikesministern i ett uttalande hård
i-XgTYNsxdJMh95DS5k5nJs1,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,1.0,0.0,Måndagen den 2 november 1981
i-AXMRVQtnCUDJKUoRyejhth,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,1.0,0.0,Om handläggning-
i-Q5Y2ceMCHWxpc3D1NwFDK1,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,"kritik mot Pinochetregimen. en av flykting- Vad gäller den andra frågan, om vilka instruktioner som gäller vid ärenden"
i-E8vN2zbiLMgEmJfEpNH16u,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,1.0,1.0,"handläggningen av flyktingärenden, är svaret att det inte finns några särskilda instruktioner för svenska myndigheters handläggning eller bedömning av flyktingärenden från skilda länder. Avgörande för om en utländsk medborgare skall få stanna i Sverige av politiska skäl är risken för förföljelse i hemlandet, vilket framkommer vid en individuell bedömning av varje enskilt ärende. Vid denna bedömning tas givetvis hänsyn till rådande politiska förhållanden i hemlandet. T. ex. beaktas den ökade repressionen i Chile. Varje ärende prövas således individuellt i enlighet med gällande lag och praxis. Enbart det förhållandet att utlänningen kommer från ett visst land innebär emellertid inte att han eller hon automatiskt får stanna i Sverige. Det avgörande vid denna prövning är, som jag tidigare sagt, den risk för förföljelse som kan bedömas föreligga i det enskilda fallet. Någon skärpning av praxis har alltså inte ägt rum vad gäller den svenska regeringens bedömning av asylansökningar från chilenska medborgare."
i-LqdLsvsrYbShXybVzVQ92,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,"I detta sammanhang vill jag också framhålla, att i Sverige även den som inte bedöms vara flykting ändå får stanna om han eller hon på grund av de politiska förhållandena i sitt hemland inte vill återvända dit och kan åberopa tungt vägande omständigheter till stöd för detta."
i-PWEmdApDLR4UnYUhXayNZK,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,Anf.3 ALEXANDER CHRISOPOULOS (vpk):
i-3JSPYT76McYc4BnBWv2uSu,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,Herr talman! Jag tackar invandrarministern.
i-JR3tEaevDcN8UjVfPSHuGf,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,"Som svar på min fråga om det har skett en eventuell omvärdering av militärjuntans roll och politiska förtryck i Chile som motiverar en annorlunda och mer restriktiv behandling av asylsökande från Chile, framhåller invandrarministern att så inte är fallet. Enligt den svenska regeringens bedömning har repressionen åter tilltagit efter den tillfälliga förbättring som kunde iakttas 1977-1978. Att förtrycket nu åter ökar kan delvis ses mot bakgrund av att oppositionen har intensifierat sina aktiviteter för att bekämpa regimen och den laglighet den nu vill ikläda sig. Den nya konstitutionen, som trädde i kraft den 11 mars i år, innebär att de auktoritära styrelseformer som tillämpats i Chile sedan militärkuppen 1973 gavs en författningsenlig ram och att rättsskyddet för den enskilde har ytterligare minskats."
i-Uwuh8Jpxnxz6VWrFggQHJw,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,0.0,0.0,"Jag delar regeringens bedömning av militärjuntan i Chile och situationen i det landet. Därför finner jag det anmärkningsvärt och förvånande att denna bedömning, som skall ligga till grund för behandlingen av asylsökande från detta land, inte följs av en motsvarande praxis, utan att det där tvärtom kan märkas en till synes omotiverad restriktivitet. Det finns flertaliga exempel på att man avslår välmotiverade ansökningar från personer som har mycket 87"
i-2mib7GU291JVK4A91FF2NK,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,Tisdagen den 21 februari
i-Tb1FB16EbHuukmVvAi4MY5,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,Andre vice talmannen 117
i-LX9Tu5W8SZysU7E5Zf5qLE,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Andersson, John (vpk) 132"
i-Ujjsn9kGrxTEfrBPutezHP,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Andersson, Sten, socialminister 120, 121, 122, 123 Backlund, Rune (c) 136"
i-QyFG6H777uSLGh9TqkwCDp,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Boström, Curt, kommunikationsminister 124, 125 Carlsson, Roine, statsråd 129"
i-JgHieyJ51Cv8Vx4jEcHft7,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Ekman, Kerstin (fp) 129"
i-SyAbaHf4FXM62aYoWFsJCn,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Feldt, Kjell-Olof, finansminister 126, 127 Hjelm-Wallén, Lena, utbildningsminister 118, 119 Hjertén, Lars (m) 126"
i-V3V4ELfk5QMnYNfRPTcjNz,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Hyttring, Jan (c) 125"
i-9i5YRvTfMYMQjCF38yBu3P,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Ingvardsson, Margö (vpk) 118"
